allocation_id,target_type,target_id,item,lexeme_id,sense_id,source_record_id,object_class,sense_status,expected_receptive,expected_productive,formulaic_expectation,grammar_pcic_section,grammar_category,grammar_kind,mwu_object_class,mwu_subtype,first_introduction_island,module_id,module_name,island_name,global_island_order,allocation_authority,allocation_basis,allocation_reason,source_assertion_ids,regional_policy,v1_41_planning_budget,v1_42_actual_count_for_target_type,story_blueprint_status,notes,v1_42_first_introduction_island,first_introduction_story,local_reuse_story,near_transfer_story,distant_or_terminal_story,recycle_route_class,v1_43_first_introduction_story,v1_43_local_reuse_story,v1_43_near_transfer_story,v1_43_distant_or_terminal_story,v1_44_sequence_audit_status
SEQ-A1-000312,SENSE,SENSE-A1-000407,noveno,LEX-A1-000400,SENSE-A1-000407,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000699,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S4,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000313,SENSE,SENSE-A1-000414,octavo,LEX-A1-000407,SENSE-A1-000414,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000708,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S3,A1-M03-I01-S4,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000314,SENSE,SENSE-A1-000456,por la mañana,LEX-A1-000448,SENSE-A1-000456,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000172;SA-A1-000760,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S4,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000315,SENSE,SENSE-A1-000457,por la noche,LEX-A1-000449,SENSE-A1-000457,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000173;SA-A1-000761,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000316,SENSE,SENSE-A1-000458,por la tarde,LEX-A1-000450,SENSE-A1-000458,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000174;SA-A1-000762,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S3,A1-M03-I01-S4,A1-M03-I02-S2,A1-M04-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000317,SENSE,SENSE-A1-000473,primero,LEX-A1-000464,SENSE-A1-000473,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000780,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000318,SENSE,SENSE-A1-000488,quinto,LEX-A1-000479,SENSE-A1-000488,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000795,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S4,A1-M03-I02-S3,A1-M04-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000319,SENSE,SENSE-A1-000496,reloj,LEX-A1-000487,SENSE-A1-000496,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000805,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S3,A1-M03-I01-S4,A1-M03-I02-S3,A1-M04-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000320,SENSE,SENSE-A1-000513,segundo,LEX-A1-000504,SENSE-A1-000513,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000827,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S3,A1-M03-I02-S3,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000321,SENSE,SENSE-A1-000516,semana,LEX-A1-000507,SENSE-A1-000516,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000830,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000322,SENSE,SENSE-A1-000519,séptimo,LEX-A1-000510,SENSE-A1-000519,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000835,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S4,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000323,SENSE,SENSE-A1-000522,sexto,LEX-A1-000513,SENSE-A1-000522,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000839,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S3,A1-M03-I01-S4,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000324,SENSE,SENSE-A1-000544,tarde,LEX-A1-000535,SENSE-A1-000544,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000863,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S4,A1-M03-I02-S2,A1-M04-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000325,SENSE,SENSE-A1-000558,tercero,LEX-A1-000549,SENSE-A1-000558,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000878,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S3,A1-M03-I01-S4,A1-M03-I02-S2,A1-M04-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000326,SENSE,SENSE-A1-000561,tiempo,LEX-A1-000552,SENSE-A1-000561,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000881;SA-A1-000882,,18,33,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000327,GRAMMAR_UNIT,GRAM-A1-008,Nombres comunes de periodos temporales básicos,,,,GRAMMAR,A1_CORE_NORMATIVE,REQUIRED,FUNCTION_OR_TASK_BOUND,,1.1.2,Sustantivo,clase semántica,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PCIC_CANONICAL_GRAMMAR + FIRST_FUNCTIONAL_NEED + DEPENDENCY_ORDER,GRAMMAR_FIRST_NEED_CONTEXT,PCIC-02,,6,8,COMPLETE_16D_AUDITED," 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S3,A1-M03-I01-S4,A1-M03-I02-S3,A1-M04-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000328,GRAMMAR_UNIT,GRAM-A1-060,Cardinales,,,,GRAMMAR,A1_CORE_NORMATIVE,REQUIRED,FUNCTION_OR_TASK_BOUND,,6.1,Cuantificador,numeral,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PCIC_CANONICAL_GRAMMAR + FIRST_FUNCTIONAL_NEED + DEPENDENCY_ORDER,GRAMMAR_FIRST_NEED_CONTEXT,PCIC-02,,6,8,COMPLETE_16D_AUDITED,"el inventario léxico/ortográfico determinará las formas necesarias 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000329,GRAMMAR_UNIT,GRAM-A1-061,Variación de género/número de cardinales que la presentan,,,,GRAMMAR,A1_CORE_NORMATIVE,REQUIRED,FUNCTION_OR_TASK_BOUND,,6.1,Cuantificador,morfología,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PCIC_CANONICAL_GRAMMAR + FIRST_FUNCTIONAL_NEED + DEPENDENCY_ORDER,GRAMMAR_FIRST_NEED_CONTEXT,PCIC-02,,6,8,COMPLETE_16D_AUDITED," 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S3,A1-M03-I02-S3,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000330,GRAMMAR_UNIT,GRAM-A1-062,Ordinales hasta décimo,,,,GRAMMAR,A1_CORE_NORMATIVE,REQUIRED,FUNCTION_OR_TASK_BOUND,,6.1,Cuantificador,numeral,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PCIC_CANONICAL_GRAMMAR + FIRST_FUNCTIONAL_NEED + DEPENDENCY_ORDER,GRAMMAR_FIRST_NEED_CONTEXT,PCIC-02,,6,8,COMPLETE_16D_AUDITED," 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S4,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000331,GRAMMAR_UNIT,GRAM-A1-063,Variación de género de ordinales,,,,GRAMMAR,A1_CORE_NORMATIVE,REQUIRED,FUNCTION_OR_TASK_BOUND,,6.1,Cuantificador,morfología,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PCIC_CANONICAL_GRAMMAR + FIRST_FUNCTIONAL_NEED + DEPENDENCY_ORDER,GRAMMAR_FIRST_NEED_CONTEXT,PCIC-02,,6,8,COMPLETE_16D_AUDITED," 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S3,A1-M03-I01-S4,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000332,GRAMMAR_UNIT,GRAM-A1-097,"Deícticos ahora, hoy, mañana",,,,GRAMMAR,A1_CORE_NORMATIVE,REQUIRED,FUNCTION_OR_TASK_BOUND,,8.2,Adverbio,tiempo,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PCIC_CANONICAL_GRAMMAR + FIRST_FUNCTIONAL_NEED + DEPENDENCY_ORDER,GRAMMAR_FIRST_NEED_CONTEXT,PCIC-02,,6,8,COMPLETE_16D_AUDITED," 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S3,A1-M04-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000333,GRAMMAR_UNIT,GRAM-A1-098,Variantes regionales temporales señaladas por PCIC,,,,GRAMMAR,A1_CORE_NORMATIVE,REQUIRED,FUNCTION_OR_TASK_BOUND,,8.2,Adverbio,variación,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PCIC_CANONICAL_GRAMMAR + FIRST_FUNCTIONAL_NEED + DEPENDENCY_ORDER,GRAMMAR_FIRST_NEED_CONTEXT,PCIC-02,,6,8,COMPLETE_16D_AUDITED,"no núcleo productivo automático 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S4,A1-M03-I02-S1,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000334,GRAMMAR_UNIT,GRAM-A1-129,Ser para localización temporal básica,,,,GRAMMAR,A1_CORE_NORMATIVE,REQUIRED,FUNCTION_OR_TASK_BOUND,,12.1,Sintagma verbal,ser,,,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PCIC_CANONICAL_GRAMMAR + FIRST_FUNCTIONAL_NEED + DEPENDENCY_ORDER,GRAMMAR_FIRST_NEED_CONTEXT,PCIC-02,,6,8,COMPLETE_16D_AUDITED," 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000335,MWU_SOURCE_UNIT,12B1-MWU-0143,a mediodía,LEX-A1-000004,SENSE-A1-000004,12B1-MWU-0143,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,MULTIWORD_LEXEME,ADVERBIAL_OR_PREPOSITIONAL_LOCUTION,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,10,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S3,A1-M03-I01-S4,A1-M03-I02-S2,A1-M04-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000336,MWU_SOURCE_UNIT,12B1-MWU-0145,a veces,LEX-A1-000006,SENSE-A1-000006,12B1-MWU-0145,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,MULTIWORD_LEXEME,ADVERBIAL_OR_PREPOSITIONAL_LOCUTION,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,10,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S2,A1-M03-I01-S3,A1-M03-I02-S2,A1-M04-I01-S3,PASS
SEQ-A1-000337,MWU_SOURCE_UNIT,12B1-MWU-0153,el fin de semana,LEX-A1-000208,SENSE-A1-000212,12B1-MWU-0153,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,MULTIWORD_LEXEME,NOMINAL_OR_LEXICALIZED_TERM,A1-M03-I01,M03,"Tiempo, rutina, estudio y trabajo","Fecha, hora y calendario",9,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,10,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M03-I01,A1-M03-I01-S2,A1-M03-I01-S4,A1-M03-I02-S3,A1-M04-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M03-I01-S1,A1-M03-I01-S2,A1-M03-I02-S2,A1-M04-I01-S3,PASS
