story_id,module_id,module_name,island_id,global_island_order,island_name,story_order,story_title,story_role,scenario_brief,communicative_goal,genre_focus,planned_input_mode,new_target_count,local_reuse_in_count,near_transfer_in_count,distant_return_in_count,regional_later_recognition_in_count,terminal_capstone_return_in_count,new_target_policy,task_demand,known_token_coverage_policy,mastery_policy,status,notes,scheduled_relation_count,new_target_guardrail,is_final_transfer_story,v1_44_revision_reason
A1-M03-I03-S2,M03,"Tiempo, rutina, estudio y trabajo",A1-M03-I03,11,En clase,2,La actividad cambia,VARIATION_AND_LOCAL_RECYCLING,Variación de consignas y recursos de aula.,"Seguir instrucciones, pedir ayuda y gestionar permiso/aceptación/rechazo en aula.",instrucción; diálogo; ejercicio guiado,LISTEN+READ,15,5,9,8,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",37,PASS,NO,16D_LOAD_BALANCING
A1-M03-I03-S3,M03,"Tiempo, rutina, estudio y trabajo",A1-M03-I03,11,En clase,3,Otra tarea de clase,EXTENSION_AND_TRANSFER_PREP,Extensión de instrucciones y recursos de aula antes de la transferencia final.,"Seguir instrucciones, pedir ayuda y gestionar permiso/aceptación/rechazo en aula.",instrucción; diálogo; ejercicio guiado,READ+LISTEN_OR_INTERACTION,14,13,9,9,0,0,CONTROLLED_FINAL_INTRODUCTION_ALLOWED,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,Added in 16D because v1.43 new-target load exceeded the internal planning guardrail. This story may introduce final island targets; it is not the final transfer story.,45,PASS,NO,16D_LOAD_BALANCING
A1-M03-I03-S4,M03,"Tiempo, rutina, estudio y trabajo",A1-M03-I03,11,En clase,4,Seguir las instrucciones,TRANSFER_AND_RETRIEVAL,Transferencia a una tarea nueva con soporte reducido.,"Seguir instrucciones, pedir ayuda y gestionar permiso/aceptación/rechazo en aula.",instrucción; diálogo; ejercicio guiado,TASK_INTERACTION+READ_OR_LISTEN,0,26,9,23,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,v1.43 S3 moved to S4 in 16D so the final story remains transfer-only after load balancing.,58,PASS,YES,16D_LOAD_BALANCING
A1-M03-I04-S1,M03,"Tiempo, rutina, estudio y trabajo",A1-M03-I04,12,¿Sabes hacerlo?,1,¿Sabes hacerlo?,CONTEXTUAL_INPUT,Habilidades básicas en estudio/trabajo.,Preguntar y expresar habilidad en estudio/trabajo y actividades básicas.,perfil de habilidades; mini entrevista,READ+LISTEN,6,0,15,6,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",27,PASS,NO,16D_FINAL_AUDIT
A1-M03-I04-S2,M03,"Tiempo, rutina, estudio y trabajo",A1-M03-I04,12,¿Sabes hacerlo?,2,Lo puedo hacer,VARIATION_AND_LOCAL_RECYCLING,Variación de capacidades y actividades.,Preguntar y expresar habilidad en estudio/trabajo y actividades básicas.,perfil de habilidades; mini entrevista,LISTEN+READ,5,3,14,7,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",29,PASS,NO,16D_FINAL_AUDIT
A1-M03-I04-S3,M03,"Tiempo, rutina, estudio y trabajo",A1-M03-I04,12,¿Sabes hacerlo?,3,Perfil de habilidades,TRANSFER_AND_RETRIEVAL,Transferencia a una mini entrevista.,Preguntar y expresar habilidad en estudio/trabajo y actividades básicas.,perfil de habilidades; mini entrevista,TASK_INTERACTION+READ_OR_LISTEN,0,8,15,11,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",34,PASS,YES,16D_FINAL_AUDIT
A1-M04-I01-S1,M04,"Ciudad, servicios y desplazamientos",A1-M04-I01,13,¿Dónde está?,1,En el centro,CONTEXTUAL_INPUT,Localización de lugares y referencias espaciales.,Localizar lugares de ciudad y comprender referencias espaciales.,mapa; señal; plano; diálogo,READ+LISTEN,20,0,3,12,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",35,PASS,NO,16D_FINAL_AUDIT
A1-M04-I01-S2,M04,"Ciudad, servicios y desplazamientos",A1-M04-I01,13,¿Dónde está?,2,Otro barrio,VARIATION_AND_LOCAL_RECYCLING,Variación de lugares y relaciones de posición.,Localizar lugares de ciudad y comprender referencias espaciales.,mapa; señal; plano; diálogo,LISTEN+READ,19,10,4,12,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",45,PASS,NO,16D_FINAL_AUDIT
A1-M04-I01-S3,M04,"Ciudad, servicios y desplazamientos",A1-M04-I01,13,¿Dónde está?,3,Encontrar el destino,TRANSFER_AND_RETRIEVAL,Transferencia con un mapa nuevo.,Localizar lugares de ciudad y comprender referencias espaciales.,mapa; señal; plano; diálogo,TASK_INTERACTION+READ_OR_LISTEN,0,29,4,30,1,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",64,PASS,YES,16D_FINAL_AUDIT
A1-M04-I02-S1,M04,"Ciudad, servicios y desplazamientos",A1-M04-I02,14,Cómo llegar,1,Cómo llegar,CONTEXTUAL_INPUT,Ruta sencilla con direcciones y transporte.,Comprender y dar rutas simples y elegir medios de transporte.,mapa interactivo; indicaciones; audio de ruta,READ+LISTEN,15,0,13,7,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",35,PASS,NO,16D_FINAL_AUDIT
A1-M04-I02-S2,M04,"Ciudad, servicios y desplazamientos",A1-M04-I02,14,Cómo llegar,2,Otra ruta,VARIATION_AND_LOCAL_RECYCLING,"Variación de medio, punto de partida y destino.",Comprender y dar rutas simples y elegir medios de transporte.,mapa interactivo; indicaciones; audio de ruta,LISTEN+READ,15,8,13,7,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",43,PASS,NO,16D_FINAL_AUDIT
A1-M04-I02-S3,M04,"Ciudad, servicios y desplazamientos",A1-M04-I02,14,Cómo llegar,3,Guía a otra persona,TRANSFER_AND_RETRIEVAL,Transferencia: comprender y producir una ruta simple.,Comprender y dar rutas simples y elegir medios de transporte.,mapa interactivo; indicaciones; audio de ruta,TASK_INTERACTION+READ_OR_LISTEN,0,22,13,22,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",57,PASS,YES,16D_FINAL_AUDIT
A1-M04-I03-S1,M04,"Ciudad, servicios y desplazamientos",A1-M04-I03,15,Necesito un servicio,1,Necesito información,CONTEXTUAL_INPUT,Interacción básica en un servicio público.,Resolver necesidades básicas en servicios y pedir ayuda cuando sea necesario.,ventanilla; señal; diálogo de servicio,READ+LISTEN,12,0,10,9,2,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",33,PASS,NO,16D_FINAL_AUDIT
A1-M04-I03-S2,M04,"Ciudad, servicios y desplazamientos",A1-M04-I03,15,Necesito un servicio,2,Otra ventanilla,VARIATION_AND_LOCAL_RECYCLING,Misma función en un servicio diferente.,Resolver necesidades básicas en servicios y pedir ayuda cuando sea necesario.,ventanilla; señal; diálogo de servicio,LISTEN+READ,12,6,10,11,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",39,PASS,NO,16D_FINAL_AUDIT
A1-M04-I03-S3,M04,"Ciudad, servicios y desplazamientos",A1-M04-I03,15,Necesito un servicio,3,Resolver la necesidad,TRANSFER_AND_RETRIEVAL,Elegir preguntas/peticiones en una situación nueva.,Resolver necesidades básicas en servicios y pedir ayuda cuando sea necesario.,ventanilla; señal; diálogo de servicio,TASK_INTERACTION+READ_OR_LISTEN,0,18,10,22,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",50,PASS,YES,16D_FINAL_AUDIT
A1-M04-I04-S1,M04,"Ciudad, servicios y desplazamientos",A1-M04-I04,16,Billetes y horarios,1,Billete y horario,CONTEXTUAL_INPUT,"Lectura de información de transporte, horas y trayectos.","Comprender billetes, horarios, estaciones y elecciones básicas de desplazamiento.",billete; panel; horario; anuncio,READ+LISTEN,15,0,7,0,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",22,PASS,NO,16D_FINAL_AUDIT
A1-M04-I04-S2,M04,"Ciudad, servicios y desplazamientos",A1-M04-I04,16,Billetes y horarios,2,Cambio de salida,VARIATION_AND_LOCAL_RECYCLING,"Variación de estación, hora y tipo de billete.","Comprender billetes, horarios, estaciones y elecciones básicas de desplazamiento.",billete; panel; horario; anuncio,LISTEN+READ,14,8,7,0,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",29,PASS,NO,16D_FINAL_AUDIT
A1-M04-I04-S3,M04,"Ciudad, servicios y desplazamientos",A1-M04-I04,16,Billetes y horarios,3,Elegir el viaje,TRANSFER_AND_RETRIEVAL,"Transferencia combinando panel, billete y pregunta breve.","Comprender billetes, horarios, estaciones y elecciones básicas de desplazamiento.",billete; panel; horario; anuncio,TASK_INTERACTION+READ_OR_LISTEN,0,21,10,10,1,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",42,PASS,YES,16D_FINAL_AUDIT
A1-M05-I01-S1,M05,"Comer, comprar y pedir",A1-M05-I01,17,Comida y bebida,1,¿Qué comemos?,CONTEXTUAL_INPUT,"Alimentos, bebidas y cantidades básicas.","Identificar alimentos/bebidas, cantidades básicas y deseos inmediatos.",lista; imagen; menú; diálogo,READ+LISTEN,19,0,10,7,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",36,PASS,NO,16D_FINAL_AUDIT
A1-M05-I01-S2,M05,"Comer, comprar y pedir",A1-M05-I01,17,Comida y bebida,2,Otra comida,VARIATION_AND_LOCAL_RECYCLING,Variación de elecciones y cantidades.,"Identificar alimentos/bebidas, cantidades básicas y deseos inmediatos.",lista; imagen; menú; diálogo,LISTEN+READ,19,10,9,7,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",45,PASS,NO,16D_FINAL_AUDIT
A1-M05-I01-S3,M05,"Comer, comprar y pedir",A1-M05-I01,17,Comida y bebida,3,Preparar una lista,TRANSFER_AND_RETRIEVAL,Transferencia a una situación alimentaria nueva.,"Identificar alimentos/bebidas, cantidades básicas y deseos inmediatos.",lista; imagen; menú; diálogo,TASK_INTERACTION+READ_OR_LISTEN,0,28,10,25,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",63,PASS,YES,16D_FINAL_AUDIT
A1-M05-I02-S1,M05,"Comer, comprar y pedir",A1-M05-I02,18,En el bar o restaurante,1,En el restaurante,CONTEXTUAL_INPUT,Pedido básico y fórmulas con personal de servicio.,Pedir objetos/comida y manejar fórmulas básicas con personal de servicio.,menú; pedido; diálogo,READ+LISTEN,11,0,12,6,1,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",30,PASS,NO,16D_FINAL_AUDIT
A1-M05-I02-S2,M05,"Comer, comprar y pedir",A1-M05-I02,18,En el bar o restaurante,2,En otro local,VARIATION_AND_LOCAL_RECYCLING,"Variación de menú, interlocutor y pedido.",Pedir objetos/comida y manejar fórmulas básicas con personal de servicio.,menú; pedido; diálogo,LISTEN+READ,11,6,13,6,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",36,PASS,NO,16D_FINAL_AUDIT
A1-M05-I02-S3,M05,"Comer, comprar y pedir",A1-M05-I02,18,En el bar o restaurante,3,Hacer el pedido,TRANSFER_AND_RETRIEVAL,Transferencia con menú nuevo y soporte reducido.,Pedir objetos/comida y manejar fórmulas básicas con personal de servicio.,menú; pedido; diálogo,TASK_INTERACTION+READ_OR_LISTEN,0,16,13,14,3,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",46,PASS,YES,16D_FINAL_AUDIT
A1-M05-I03-S1,M05,"Comer, comprar y pedir",A1-M05-I03,19,¿Cuánto cuesta?,1,¿Cuánto cuesta?,CONTEXTUAL_INPUT,"Precio, moneda, cantidad y pago.","Preguntar y comprender precios, cantidades y formas básicas de pago.",precio; etiqueta; recibo; diálogo de compra,READ+LISTEN,10,0,7,5,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",22,PASS,NO,16D_FINAL_AUDIT
A1-M05-I03-S2,M05,"Comer, comprar y pedir",A1-M05-I03,19,¿Cuánto cuesta?,2,Otra tienda,VARIATION_AND_LOCAL_RECYCLING,Variación de productos y precios.,"Preguntar y comprender precios, cantidades y formas básicas de pago.",precio; etiqueta; recibo; diálogo de compra,LISTEN+READ,10,5,7,4,1,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",27,PASS,NO,16D_FINAL_AUDIT
A1-M05-I03-S3,M05,"Comer, comprar y pedir",A1-M05-I03,19,¿Cuánto cuesta?,3,Resolver la compra,TRANSFER_AND_RETRIEVAL,Transferencia a una etiqueta/recibo nuevos.,"Preguntar y comprender precios, cantidades y formas básicas de pago.",precio; etiqueta; recibo; diálogo de compra,TASK_INTERACTION+READ_OR_LISTEN,0,15,8,13,1,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",37,PASS,YES,16D_FINAL_AUDIT
A1-M05-I04-S1,M05,"Comer, comprar y pedir",A1-M05-I04,20,Elegir y resolver,1,¿Cuál prefieres?,CONTEXTUAL_INPUT,"Elegir, aceptar, rechazar y corregir en una transacción.","Comparar alternativas simples, aceptar/rechazar y corregir una elección.",diálogo transaccional; lista de opciones,READ+LISTEN,19,0,6,4,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",29,PASS,NO,16D_FINAL_AUDIT
A1-M05-I04-S2,M05,"Comer, comprar y pedir",A1-M05-I04,20,Elegir y resolver,2,Cambio de opción,VARIATION_AND_LOCAL_RECYCLING,Variación de alternativas y respuestas.,"Comparar alternativas simples, aceptar/rechazar y corregir una elección.",diálogo transaccional; lista de opciones,LISTEN+READ,19,10,7,3,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",39,PASS,NO,16D_FINAL_AUDIT
A1-M05-I04-S3,M05,"Comer, comprar y pedir",A1-M05-I04,20,Elegir y resolver,3,Compra con problema,TRANSFER_AND_RETRIEVAL,"Transferencia integrando elección, corrección y cortesía.","Comparar alternativas simples, aceptar/rechazar y corregir una elección.",diálogo transaccional; lista de opciones,TASK_INTERACTION+READ_OR_LISTEN,0,28,7,21,1,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",57,PASS,YES,16D_FINAL_AUDIT
A1-M06-I01-S1,M06,"Ocio, gustos y vida social",A1-M06-I01,21,Me gusta / prefiero,1,Me gusta,CONTEXTUAL_INPUT,Gustos y preferencias sobre actividades y objetos.,"Expresar gustos, intereses y preferencias por entidades y actividades.",perfil de gustos; encuesta; chat,READ+LISTEN,12,0,13,9,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",34,PASS,NO,16D_FINAL_AUDIT
A1-M06-I01-S2,M06,"Ocio, gustos y vida social",A1-M06-I01,21,Me gusta / prefiero,2,No me gusta lo mismo,VARIATION_AND_LOCAL_RECYCLING,"Variación de persona, polaridad y preferencia.","Expresar gustos, intereses y preferencias por entidades y actividades.",perfil de gustos; encuesta; chat,LISTEN+READ,12,6,12,9,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",39,PASS,NO,16D_FINAL_AUDIT
A1-M06-I01-S3,M06,"Ocio, gustos y vida social",A1-M06-I01,21,Me gusta / prefiero,3,Encuesta de gustos,TRANSFER_AND_RETRIEVAL,Transferencia a perfiles nuevos.,"Expresar gustos, intereses y preferencias por entidades y actividades.",perfil de gustos; encuesta; chat,TASK_INTERACTION+READ_OR_LISTEN,0,18,13,20,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",51,PASS,YES,16D_FINAL_AUDIT
A1-M06-I02-S1,M06,"Ocio, gustos y vida social",A1-M06-I02,22,"Música, deporte y medios",1,Después de clase,CONTEXTUAL_INPUT,"Ocio, música, deporte, lectura y medios.","Hablar de actividades de ocio, deporte, música, televisión y lectura.",cartel; programación; reseña mínima; conversación,READ+LISTEN,16,0,8,2,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",26,PASS,NO,16D_FINAL_AUDIT
A1-M06-I02-S2,M06,"Ocio, gustos y vida social",A1-M06-I02,22,"Música, deporte y medios",2,Fin de semana,VARIATION_AND_LOCAL_RECYCLING,Variación de actividades y frecuencia.,"Hablar de actividades de ocio, deporte, música, televisión y lectura.",cartel; programación; reseña mínima; conversación,LISTEN+READ,16,8,8,2,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",34,PASS,NO,16D_FINAL_AUDIT
A1-M06-I02-S3,M06,"Ocio, gustos y vida social",A1-M06-I02,22,"Música, deporte y medios",3,Plan de ocio,TRANSFER_AND_RETRIEVAL,Transferencia eligiendo actividades para otra persona.,"Hablar de actividades de ocio, deporte, música, televisión y lectura.",cartel; programación; reseña mínima; conversación,TASK_INTERACTION+READ_OR_LISTEN,0,24,8,17,1,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",50,PASS,YES,16D_FINAL_AUDIT
A1-M06-I03-S1,M06,"Ocio, gustos y vida social",A1-M06-I03,23,¿Quieres venir?,1,¿Quieres venir?,CONTEXTUAL_INPUT,Invitación y propuesta simple.,"Ofrecer, invitar, aceptar y rechazar propuestas simples.",invitación; chat; diálogo,READ+LISTEN,11,0,11,3,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",25,PASS,NO,16D_FINAL_AUDIT
