domain,item_type,item,source_level,status,action,notes
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,deshacer las maletas,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,hacer las maletas,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,seguro de viaje,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,reservar un billete,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,guía turístico,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,vuelo,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,excursión,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,viaje corto,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,viaje largo,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,ir de viaje,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,ir de excursión,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,ir de vacaciones,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,pensión completa,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,media pensión,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,alojamiento y desayuno,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,reservar,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,hacer una reserva,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,boca de metro,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,ciclista,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,coger un taxi,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,tomar un taxi,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,montar en bicicleta,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,montar en moto,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,piloto,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,azafata,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,rueda,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,mecánico,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,BOUNDARY_ASSERTION,lavar el coche,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,Domain-scoped A2 boundary; does not imply a global level for the form.
VIAJES_ALOJAMIENTO,NAMED_ENTITY_EXAMPLE,Madrid,A1,PCIC_A1_NAMED_ENTITY_EXAMPLE,DO_NOT_COUNT_AS_LEXEME,Example destination in `ir a Madrid`.
