record_id,object_type,item,surface_form,canonical_anchor_provisional,canonicalization_status,canonicalization_basis,pos_provisional,a1_inclusion_status,source_layer,source_id_primary,phase_origin,regional_status,region_scope,productive_default,cognate_status,english_anchor,orthographic_transparency,phonological_transparency_estimate,semantic_overlap,false_friend_risk,known_multi_assertion_or_sense_split,sense_count_status,curriculum_research_view,product_clearable_view_status,count_surface_form,count_mwu,count_named_entity,count_abbreviation,notes,curriculum_version
7G-ATOM-0131,ATOMIC_SURFACE_FORM,comprar,comprar,comprar,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,FALSE_FRIEND_OR_DECEPTIVE_OVERLAP,compare,MEDIUM,FORM_SIMILARITY_ONLY,DIVERGENT,HIGH,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0132,ATOMIC_SURFACE_FORM,comprender,comprender,comprender,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,comprehend,MEDIUM,LOW_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0133,ATOMIC_SURFACE_FORM,computadora,computadora,computadora,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_REGIONAL_RECEPTIVE,7C_REGIONAL_VARIATION,7C_MIXED_SOURCES,7C_REGIONAL_VARIATION,A1_REGIONAL_RECEPTIVE,Hispanoamérica,TARGET_PROFILE_ONLY,TRUE_COGNATE,computer,MEDIUM,LOW_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0134,ATOMIC_SURFACE_FORM,comunicado,comunicado,comunicado,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,PEDAGOGICAL_COGNATE_PARTIAL,communicated,MEDIUM,LOW_PROVISIONAL,PARTIAL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0135,ATOMIC_SURFACE_FORM,con,con,con,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,PREP,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0136,ATOMIC_SURFACE_FORM,concierto,concierto,concierto,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,concert,HIGH,MEDIUM_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0137,ATOMIC_SURFACE_FORM,conducir,conducir,conducir,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,FALSE_FRIEND_OR_DECEPTIVE_OVERLAP,conduct,HIGH,FORM_SIMILARITY_ONLY,DIVERGENT,MEDIUM,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0138,ATOMIC_SURFACE_FORM,conductor,conductor,conductor,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,SENSE_DEPENDENT_COGNATE,conductor,VERY_HIGH,HIGH_PROVISIONAL,PARTIAL,HIGH,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0139,ATOMIC_SURFACE_FORM,conocer,conocer,conocer,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0140,ATOMIC_SURFACE_FORM,correo,correo,correo,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,PEDAGOGICAL_COGNATE_PARTIAL,courier,LOW,LOW_PROVISIONAL,PARTIAL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0141,ATOMIC_SURFACE_FORM,correr,correr,correr,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0142,ATOMIC_SURFACE_FORM,corto,corto,corto,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0143,ATOMIC_SURFACE_FORM,costar,costar,costar,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,cost,MEDIUM,LOW_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0144,ATOMIC_SURFACE_FORM,creer,creer,creer,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,PEDAGOGICAL_COGNATE_PARTIAL,creed,HIGH,MEDIUM_PROVISIONAL,PARTIAL,MEDIUM,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0145,ATOMIC_SURFACE_FORM,cristiano,cristiano,cristiano,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ_NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,Christian,HIGH,MEDIUM_PROVISIONAL,FULL,NONE,YES,SPLIT_REQUIRED_OR_DOCUMENTED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,Explicitly documented as requiring multiple POS/sense/source assertions or later split.,1.20
7G-ATOM-0146,ATOMIC_SURFACE_FORM,crédito,crédito,crédito,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,credit,HIGH,MEDIUM_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0147,ATOMIC_SURFACE_FORM,cuarta,cuarta,cuarto,COLLAPSED_TO_EXISTING_CANONICAL_ANCHOR,EXPLICIT_6D_ORDINAL_LEMMA_SERIES,ORDINAL,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0148,ATOMIC_SURFACE_FORM,cuarto,cuarto,cuarto,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN|ORDINAL,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,FALSE_FRIEND_OR_DECEPTIVE_OVERLAP,quart,MEDIUM,FORM_SIMILARITY_ONLY,DIVERGENT,MEDIUM,YES,SPLIT_REQUIRED_OR_DOCUMENTED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,Explicitly documented as requiring multiple POS/sense/source assertions or later split.,1.20
7G-ATOM-0149,ATOMIC_SURFACE_FORM,cuenta,cuenta,cuenta,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,SENSE_DEPENDENT_COGNATE,count,LOW,LOW_PROVISIONAL,PARTIAL,MEDIUM,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0150,ATOMIC_SURFACE_FORM,cuál,cuál,cuál,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,INTERROGATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0151,ATOMIC_SURFACE_FORM,cuándo,cuándo,cuándo,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0152,ATOMIC_SURFACE_FORM,cuánta,cuánta,cuánta,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,INTERROGATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0153,ATOMIC_SURFACE_FORM,cuántas,cuántas,cuántas,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,INTERROGATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0154,ATOMIC_SURFACE_FORM,cuánto,cuánto,cuánto,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,INTERROGATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0155,ATOMIC_SURFACE_FORM,cuántos,cuántos,cuántos,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,INTERROGATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0156,ATOMIC_SURFACE_FORM,céntimo,céntimo,céntimo,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,PEDAGOGICAL_COGNATE_PARTIAL,cent,LOW,LOW_PROVISIONAL,PARTIAL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0157,ATOMIC_SURFACE_FORM,céntrico,céntrico,céntrico,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,PEDAGOGICAL_COGNATE_PARTIAL,centric,HIGH,MEDIUM_PROVISIONAL,PARTIAL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0158,ATOMIC_SURFACE_FORM,código,código,código,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,code,LOW,LOW_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0159,ATOMIC_SURFACE_FORM,cómo,cómo,cómo,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,INTERROGATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0160,ATOMIC_SURFACE_FORM,de,de,de,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,PREP,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0161,ATOMIC_SURFACE_FORM,dedicarse,dedicarse,dedicarse,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,dedicate,HIGH,MEDIUM_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0162,ATOMIC_SURFACE_FORM,del,del,del,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,CONTRACTION,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0163,ATOMIC_SURFACE_FORM,delgado,delgado,delgado,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0164,ATOMIC_SURFACE_FORM,demasiado,demasiado,demasiado,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,REGIONAL_FORM,A1_REGIONAL_RECEPTIVE,7C_REGIONAL_VARIATION,7C_MIXED_SOURCES,7C_REGIONAL_VARIATION,A1_REGIONAL_RECEPTIVE,Hispanoamérica,NO,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0165,ATOMIC_SURFACE_FORM,deporte,deporte,deporte,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,FALSE_FRIEND_OR_DECEPTIVE_OVERLAP,deport,HIGH,FORM_SIMILARITY_ONLY,DIVERGENT,MEDIUM,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0166,ATOMIC_SURFACE_FORM,desayunar,desayunar,desayunar,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0167,ATOMIC_SURFACE_FORM,desayuno,desayuno,desayuno,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0168,ATOMIC_SURFACE_FORM,despacio,despacio,despacio,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0169,ATOMIC_SURFACE_FORM,después,después,después,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0170,ATOMIC_SURFACE_FORM,diccionario,diccionario,diccionario,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,dictionary,MEDIUM,MEDIUM_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0171,ATOMIC_SURFACE_FORM,diente,diente,diente,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0172,ATOMIC_SURFACE_FORM,difícil,difícil,difícil,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,PEDAGOGICAL_COGNATE_PARTIAL,difficult,MEDIUM,LOW_PROVISIONAL,PARTIAL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0173,ATOMIC_SURFACE_FORM,dinero,dinero,dinero,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
