record_id,concept_anchor,variant_item,item_type,pos,region_scope,country_distribution,source_id_primary,source_id_secondary,source_level_anchor,regional_status,receptive_default,productive_default,baseline_action,evidence_gate,semantic_equivalence_confidence,variant_group_id,notes,source_url_1,source_url_2,curriculum_version
REG-A1-052,ascensor,elevador,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,MEXICO_MARKED_POTVIN_ONLY,MEDIUM_OR_LOW,VG-CANDIDATE,Explicitly Mexico in Potvin; independent lexicographic verification pending.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-053,garaje,cochera,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,MEXICO_MARKED_POTVIN_ONLY,MEDIUM_OR_LOW,VG-CANDIDATE,Independent verification pending.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-054,sello postal,timbre,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,POLYSEMY_HIGH,MEDIUM_OR_LOW,VG-CANDIDATE,Postal sense is regional but highly polysemous; needs sense/distribution audit.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-055,euro,peso/colón/dólar/etc.,CANDIDATE,CURRENCY_SERIES,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,COUNTRY_SPECIFIC_REALIA,MEDIUM_OR_LOW,VG-CANDIDATE,"Currencies are country-specific named concepts; store as cultural/region data, not one generic lexical replacement.",https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-056,jersey,chaleco / pullover,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,COUNTRY_MARKED_AND_SEMANTIC,MEDIUM_OR_LOW,VG-CANDIDATE,Clothing equivalence depends on country and garment sense.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-057,carné de identidad,cédula de ciudadanía,CANDIDATE,MWU,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,ADMINISTRATIVE_COUNTRY_SPECIFIC,MEDIUM_OR_LOW,VG-CANDIDATE,Document systems vary; target-country content rather than default A1 regional lexeme.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-058,carné de conducir,permiso/licencia de conducir,CANDIDATE,MWU,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,ADMINISTRATIVE_VARIATION,MEDIUM_OR_LOW,VG-CANDIDATE,Requires country-specific mapping.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-059,autobús,camión,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,POLYSEMY_HIGH,MEDIUM_OR_LOW,VG-CANDIDATE,Bus sense is strongly country-specific; independent geographic verification pending.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-060,coche,auto,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,DISTRIBUTION_PENDING,MEDIUM_OR_LOW,VG-CANDIDATE,"Likely useful, but this pass does not elevate without independent regional verification.",https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-061,barco,lancha,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,HYPONYM_NOT_EQUIVALENT,MEDIUM_OR_LOW,VG-CANDIDATE,Lancha is not a full semantic equivalent of barco; do not substitute globally.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-062,película,filme,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,DISTRIBUTION_PENDING,MEDIUM_OR_LOW,VG-CANDIDATE,Candidate requires modern distribution/frequency verification.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-063,hacer viento,ventear,CANDIDATE,VERB,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,DISTRIBUTION_PENDING,MEDIUM_OR_LOW,VG-CANDIDATE,Candidate needs geographic/vitality verification.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-064,dinero,plata,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,DISTRIBUTION_INCOMPLETE,MEDIUM_OR_LOW,VG-CANDIDATE,"Potvin proposes the equivalence; DAMER explicitly corroborates generic money in Chile, but the broader geographic scope is not resolved enough for promotion in this pass.",https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-065,ordenador,computador,CANDIDATE,NOUN,Hispanoamérica / variable,not closed,SCI-22,,A1/A2 depends on anchor,REGIONAL_CANDIDATE_NOT_PROMOTED,PENDING,NO,NO_CHANGE,NO_POTVIN_PAIR,MEDIUM_OR_LOW,VG-CANDIDATE,"DAMER supports broad American use, but this pass requires the research+lexicography route for external additions; retain for next distribution audit.",https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,,1.16
REG-A1-066,padre/madre,papá,LEVEL_CONFLICT_CANDIDATE,NOUN,Hispanoamérica,usual-equivalent claim in Potvin,SCI-22,PCIC-09,Potvin notes PCIC places papá/mamá in A2,NOT_PROMOTED_LEVEL_CONFLICT,PENDING,NO,NO_CHANGE,PCIC_LEVEL_OVERRIDES_SUPPORT_SOURCE,HIGH,VG-PARENT-TERMS,Do not promote to A1 merely because the form is common or usual in Hispanic America; PCIC level assertion remains A2.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,1.16
REG-A1-067,padre/madre,mamá,LEVEL_CONFLICT_CANDIDATE,NOUN,Hispanoamérica,usual-equivalent claim in Potvin,SCI-22,PCIC-09,Potvin notes PCIC places papá/mamá in A2,NOT_PROMOTED_LEVEL_CONFLICT,PENDING,NO,NO_CHANGE,PCIC_LEVEL_OVERRIDES_SUPPORT_SOURCE,HIGH,VG-PARENT-TERMS,Do not promote to A1 merely because the form is common or usual in Hispanic America; PCIC level assertion remains A2.,https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,1.16
