record_id,record_type,source_id,source_name,source_type,declared_level_scope,domain,item,item_type,attestation_granularity,baseline_presence,baseline_status,baseline_pos,pcic_conflict_status,pedagogical_signal,evidence_gate_before,evidence_gate_after,independent_source_count,baseline_action,promotion_allowed,review_status,notes,source_url,curriculum_version
TRI-A1-054,SOURCE_ASSERTION,PED-04,Edinumen — Hablamos Compacto A1,EDITORIAL_A1,A1,Vivienda,tareas de la casa,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
TRI-A1-055,SOURCE_ASSERTION,PED-04,Edinumen — Hablamos Compacto A1,EDITORIAL_A1,A1,Dimensión perceptiva,cinco sentidos,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
TRI-A1-056,SOURCE_ASSERTION,PED-05,Universitat de Barcelona — Lengua española A1,UNIVERSITY_A1,A1,Gramática,me,PRONOUN,EXACT_FORM,YES,A1_CORE_NORMATIVE,CLITIC,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,University A1 program corroborates indirect-object material.,,1.18
TRI-A1-057,SOURCE_ASSERTION,PED-05,Universitat de Barcelona — Lengua española A1,UNIVERSITY_A1,A1,Gramática,te,PRONOUN,EXACT_FORM,NO,,,KNOWN_PEDAGOGICAL_VS_PCIC_GRAMMAR_SCOPE_CONFLICT,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,Known wider pedagogical A1 treatment; existing curriculum already records mismatch with strict PCIC A1 extraction.; Existing source registry records a university A1 program broader than the strict PCIC A1 extraction for OI pronouns.,,1.18
TRI-A1-058,SOURCE_ASSERTION,PED-06,Erasmus University Rotterdam — Spanish A1,UNIVERSITY_A1,A1,Relaciones personales,familia,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.eur.nl/en/education/language-training-centre/spanish/spanish-a1-beginners,1.18
TRI-A1-059,SOURCE_ASSERTION,PED-06,Erasmus University Rotterdam — Spanish A1,UNIVERSITY_A1,A1,Compras,compras,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.eur.nl/en/education/language-training-centre/spanish/spanish-a1-beginners,1.18
TRI-A1-060,SOURCE_ASSERTION,PED-06,Erasmus University Rotterdam — Spanish A1,UNIVERSITY_A1,A1,Compras,ropa,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.eur.nl/en/education/language-training-centre/spanish/spanish-a1-beginners,1.18
TRI-A1-061,SOURCE_ASSERTION,PED-06,Erasmus University Rotterdam — Spanish A1,UNIVERSITY_A1,A1,Cualidades,colores,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.eur.nl/en/education/language-training-centre/spanish/spanish-a1-beginners,1.18
TRI-A1-062,SOURCE_ASSERTION,PED-06,Erasmus University Rotterdam — Spanish A1,UNIVERSITY_A1,A1,Dimensión anímica,personalidad,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.eur.nl/en/education/language-training-centre/spanish/spanish-a1-beginners,1.18
TRI-A1-063,SOURCE_ASSERTION,PED-06,Erasmus University Rotterdam — Spanish A1,UNIVERSITY_A1,A1,Intercultural,países hispanohablantes,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.eur.nl/en/education/language-training-centre/spanish/spanish-a1-beginners,1.18
TRI-A1-064,SOURCE_ASSERTION,PED-09,Universitat Politècnica de València — Elementary Spanish A1,UNIVERSITY_A1,A1,Identidad personal,ser,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html,1.18
TRI-A1-065,SOURCE_ASSERTION,PED-09,Universitat Politècnica de València — Elementary Spanish A1,UNIVERSITY_A1,A1,Identidad personal,estar,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html,1.18
TRI-A1-066,SOURCE_ASSERTION,PED-09,Universitat Politècnica de València — Elementary Spanish A1,UNIVERSITY_A1,A1,Identidad personal,llamarse,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html,1.18
TRI-A1-067,SOURCE_ASSERTION,PED-09,Universitat Politècnica de València — Elementary Spanish A1,UNIVERSITY_A1,A1,Educación,universidad,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html,1.18
TRI-A1-068,SOURCE_ASSERTION,PED-09,Universitat Politècnica de València — Elementary Spanish A1,UNIVERSITY_A1,A1,Identidad personal,nacionalidades,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html,1.18
TRI-A1-069,SOURCE_ASSERTION,PED-09,Universitat Politècnica de València — Elementary Spanish A1,UNIVERSITY_A1,A1,Trabajo,profesiones,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html,1.18
TRI-A1-070,SOURCE_ASSERTION,PED-09,Universitat Politècnica de València — Elementary Spanish A1,UNIVERSITY_A1,A1,Tiempo,horarios,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html,1.18
TRI-A1-071,SOURCE_ASSERTION,PED-09,Universitat Politècnica de València — Elementary Spanish A1,UNIVERSITY_A1,A1,Educación,asignaturas,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html,1.18
TRI-A1-072,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Ocio,aficiones,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,EXPLICIT_A2_IN_PCIC_OCIO,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,Plural/domain manifestation of afición; PCIC Ocio places the lexical unit in A2.,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-073,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Ciudad,ciudad,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-074,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Compras,ropa,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-075,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Relaciones personales,familia,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-076,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Vida cotidiana,vida cotidiana,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-077,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Alimentación,comida,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-078,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Compras,precios,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-079,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Tiempo,horarios,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-080,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Viajes,aeropuerto,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-081,SOURCE_ASSERTION,PED-10,Paderborn University — Spanish A1,UNIVERSITY_A1,A1,Transporte,estación,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.uni-paderborn.de/en/zfs/language-courses-for-students/spanish/spanish-a1,1.18
TRI-A1-082,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Gustos,gustar,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-083,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Gustos,encantar,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,NO,,,EXPLICIT_A2_IN_PCIC_PERCEPTIVE_DOMAIN,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,PCIC 2.2 places encantar in A2 in feelings/states; external A1 materials do not override that assertion.,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-084,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Gustos,interesar,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,NO,,,NO_EXPLICIT_A1_LEXICAL_ASSERTION_ESTABLISHED,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,"Cervantes course implementation uses interesar, but current A1 lexical baseline has no exact lexeme assertion.",https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-085,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Gramática,mi,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,YES,A1_CORE_NORMATIVE,FUNCTION_WORD,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-086,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Gramática,tu,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,YES,A1_CORE_NORMATIVE,POSSESSIVE_DET,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-087,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Gramática,su,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,YES,A1_CORE_NORMATIVE,POSSESSIVE_DET,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-088,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Gramática,nuestro,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,YES,A1_CORE_NORMATIVE,POSSESSIVE_DET,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-089,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Cantidad,pocos,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,YES,A1_CORE_NORMATIVE,QUANT,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-090,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Cantidad,algunos,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,NO,,,NOT_IN_PCIC_A1_QUANTIFIER_INVENTORY_EXTRACTED,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,A1 grammar extraction contains poco/mucho/bastante and not alguno in the extracted quantifier set.,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-091,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Cantidad,muchos,LEXEME_OR_FUNCTION_WORD,EXACT_FORM,YES,A1_CORE_NORMATIVE,QUANT,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-092,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Trabajo,profesiones,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-093,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Identidad personal,nacionalidades,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-094,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Relaciones personales,familia,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-095,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Vida cotidiana,rutina diaria,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-096,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Alimentación,comidas,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-097,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Ocio,ocio,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-098,SOURCE_ASSERTION,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),INSTITUTIONAL_A1_IMPLEMENTATION,A1.1+A1.2,Ciudad,barrios/pueblos/ciudades,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-099,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Identidad/descripción,ser,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-100,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Identidad/descripción,llamarse,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-101,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Identidad/descripción,tener,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-102,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Identidad/descripción,querer,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
