record_id,record_type,pcic_section,source_short_label,normalized_family,domain,source_grading,a1_status,a1_evidence_gate,pedagogical_action,language_requirement,assessment_status,platform_hook,cross_phase_link,notes,source_url,curriculum_version
LP-A1-033,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.5,Práctica fonética y ortoépica,FORMAL_PHONO_ORTHO_PRACTICE,PRACTICE,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-034,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.5,Uso descontextualizado,CONTROLLED_FORMULA_PRACTICE,PRACTICE,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-035,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.5,Recombinación,RECOMBINATION,PRACTICE,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-036,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.5,Empleo de recursos,REFERENCE_SUPPORTED_PRACTICE,PRACTICE,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-037,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.5,Práctica contextualizada,CONTEXTUALIZED_LANGUAGE_PRACTICE,PRACTICE,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-038,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.6,Adivinación o reconstrucción,COMPENSATORY_GUESSING,COMPENSATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-039,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.6,Búsqueda de apoyo,HELP_SEEKING,COMPENSATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-040,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.6,Abandono,TASK_OR_MESSAGE_ABANDONMENT,COMPENSATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-041,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.6,Selección o desvío del tema,TOPIC_SELECTION_OR_SHIFT,COMPENSATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-042,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.6,Ajuste del mensaje,MESSAGE_SIMPLIFICATION,COMPENSATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-043,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.6,Sustitución,SUBSTITUTION_CIRCUMLOCUTION_GESTURE,COMPENSATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-044,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.7,Monitorización,OUTPUT_MONITORING,PRODUCT_EVALUATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-045,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.7,Análisis,ERROR_ANALYSIS,PRODUCT_EVALUATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-046,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.7,Valoración,OUTPUT_RATING,PRODUCT_EVALUATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-047,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.2.8,Corrección y reparación,SELF_OR_PEER_REPAIR,PRODUCT_REPAIR,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-048,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.1,Relajación progresiva,ANXIETY_RELAXATION,AFFECTIVE_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-049,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.1,Recursos o estímulos externos,EXTERNAL_AFFECTIVE_SUPPORT,AFFECTIVE_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-050,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.1,Desensibilización sistemática,GRADUATED_EXPOSURE,AFFECTIVE_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-051,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.1,Diálogo interno y visualización,POSITIVE_SELF_TALK_VISUALIZATION,AFFECTIVE_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-052,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.1,Petición de ayuda,AFFECTIVE_HELP_SEEKING,AFFECTIVE_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-053,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.2,Autoafirmación,SELF_AFFIRMATION,SELF_CONCEPT,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-054,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.2,Énfasis en aspectos positivos,POSITIVE_PERFORMANCE_FOCUS,SELF_CONCEPT,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-055,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.2,Atribución de causalidad,REALISTIC_CAUSAL_ATTRIBUTION,SELF_CONCEPT,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-056,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.2,Autoprovisión de apoyo,SELF_SCAFFOLDING,SELF_CONCEPT,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-057,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.2,Recompensas y elogios,SELF_REWARD_AND_PRAISE,SELF_CONCEPT,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-058,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.3,Identificación de reacciones,AFFECTIVE_SELF_MONITORING,EMOTION_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-059,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.3,Expresión de emociones,EMOTION_EXPRESSION_AND_LOGGING,EMOTION_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-060,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.3,Atenuación de reacciones negativas,NEGATIVE_AFFECT_ATTENUATION,EMOTION_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-061,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.3,Biblioterapia,NARRATIVE_IDENTIFICATION_FOR_AFFECT,EMOTION_REGULATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-062,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.4,Desafío,ACHIEVABLE_CHALLENGE,INTRINSIC_MOTIVATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-063,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.4,Curiosidad,CURIOSITY_DRIVEN_TASK,INTRINSIC_MOTIVATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-064,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.4,Planificación realista,REALISTIC_PLANNING_CROSSREF,INTRINSIC_MOTIVATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
LP-A1-065,PCIC13_PROCEDURE_FAMILY_UNGRADED,1.3.4,Adelanto del éxito,SUCCESS_VISUALIZATION,INTRINSIC_MOTIVATION,SINGLE_UNSCALED_LIST,NOT_AN_A1_ASSERTION_BY_PCIC,UNSCALED_PCIC_LEARNING_POOL,AVAILABLE_FOR_TASK_CONDITIONAL_SELECTION,TASK_DEPENDENT; MAY_USE_L1/UI_SUPPORT,DO_NOT_USE_AS_LANGUAGE_LEVEL_PASS_FAIL,LearningStrategy / LearningStrategyEvent,PHASE7_LEXICON; PHASE8_TASKS; PHASE9_FORM; PHASE11_INTERCULTURAL_WHEN_RELEVANT,Normalized procedural family and locator only; consult the source for exact protected formulation/examples.,https://cvc.cervantes.es/Ensenanza/biblioteca_ele/plan_curricular/niveles/13_procedimientos_aprendizaje_inventario.htm,1.27
